,trans_hour,trans_day,trans_month,trans_year,category,card_number,age,trans_amount,state,zip,fraud_risk
4642,17,19,6,2019,11,4.51e+18,35,5.13,38,15484,0
4643,17,19,6,2019,10,4650000000000000.0,62,50.01,47,98304,0
4644,18,19,6,2019,12,30200000000000.0,43,4.76,43,76578,0
4645,18,19,6,2019,10,4220000000000.0,59,26.36,22,48371,0
4646,19,19,6,2019,6,3560000000000000.0,29,6.73,28,58569,0
4647,22,19,6,2019,6,6510000000000000.0,35,247.47,43,75703,1
4648,23,19,6,2019,10,6510000000000000.0,35,15.41,43,75703,1
4649,0,20,6,2019,4,2250000000000000.0,59,307.58,35,44265,1
4650,1,20,6,2019,2,376000000000000.0,36,86.9,29,69165,0
4651,3,20,6,2019,2,2250000000000000.0,59,22.6,35,44265,1
4652,5,20,6,2019,8,4630000000000000.0,45,9.3,29,68031,0
4653,7,20,6,2019,4,2250000000000000.0,59,313.94,35,44265,1
4654,9,20,6,2019,11,639000000000.0,51,3.73,5,80021,0
4655,14,20,6,2019,9,571000000000.0,23,4.12,22,49628,0
4656,15,20,6,2019,6,30300000000000.0,57,1.54,44,84735,0
4657,15,20,6,2019,7,213000000000000.0,49,77.64,12,52576,0
4658,19,20,6,2019,12,3540000000000000.0,15,180.71,14,62668,0
4659,19,20,6,2019,5,30200000000000.0,41,25.88,48,53061,0
4660,21,20,6,2019,5,213000000000000.0,34,67.36,25,39073,0
4661,22,20,6,2019,12,2250000000000000.0,59,872.27,35,44265,1
4662,22,20,6,2019,7,4.29e+18,23,66.12,26,59871,0
4663,23,20,6,2019,12,30200000000000.0,43,2.66,43,76578,0
4664,23,20,6,2019,0,3520000000000000.0,22,128.54,35,45150,0
4665,23,20,6,2019,12,2250000000000000.0,59,880.6,35,44265,1
4666,23,20,6,2019,7,378000000000000.0,50,20.17,42,37849,0
4667,0,21,6,2019,3,2710000000000000.0,23,12.19,38,15377,0
4668,0,21,6,2019,4,2250000000000000.0,59,316.57,35,44265,1
4669,1,21,6,2019,2,4630000000000000.0,23,69.82,39,2908,0
4670,2,21,6,2019,4,2250000000000000.0,59,301.01,35,44265,1
4671,2,21,6,2019,4,2250000000000000.0,59,335.19,35,44265,1
4672,4,21,6,2019,11,4400000000000.0,59,147.26,33,89084,0
4673,6,21,6,2019,2,676000000000.0,82,68.45,37,97375,0
4674,7,21,6,2019,2,4880000000000000.0,28,65.75,10,31630,0
4675,9,21,6,2019,2,4310000000000000.0,59,70.47,15,47987,0
4676,12,21,6,2019,6,4010000000000000.0,25,65.67,18,70726,0
4677,12,21,6,2019,6,341000000000000.0,48,77.87,34,10962,0
4678,14,21,6,2019,5,3560000000000000.0,28,86.57,34,13367,0
4679,15,21,6,2019,5,2450000000000000.0,31,74.48,23,56672,0
4680,17,21,6,2019,11,2250000000000000.0,59,1027.22,35,44265,1
4681,18,21,6,2019,7,373000000000000.0,34,62.92,22,48438,0
4682,19,21,6,2019,10,2250000000000000.0,59,49.88,35,44265,1
4683,20,21,6,2019,11,2250000000000000.0,59,1139.15,35,44265,1
4684,20,21,6,2019,9,4.59e+18,14,32.35,14,60958,0
4685,20,21,6,2019,0,3580000000000000.0,48,201.92,36,73564,0
4686,21,21,6,2019,11,4.65e+18,28,5.05,34,11796,0
4687,21,21,6,2019,0,3600000000000000.0,26,4.93,42,38060,0
4688,22,21,6,2019,1,4060000000000000.0,70,43.14,16,66070,0
4689,23,21,6,2019,11,2250000000000000.0,59,932.51,35,44265,1
4690,23,21,6,2019,12,2250000000000000.0,59,918.74,35,44265,1
4691,23,21,6,2019,4,2250000000000000.0,59,309.97,35,44265,1
4692,23,21,6,2019,4,2250000000000000.0,59,338.26,35,44265,1
4693,0,22,6,2019,12,4510000000000000.0,92,279.4,10,31563,0
4694,0,22,6,2019,11,571000000000.0,23,875.26,22,49628,1
4695,0,22,6,2019,0,4600000000000.0,49,68.54,9,33404,0
4696,1,22,6,2019,2,3570000000000000.0,57,18.66,43,76951,1
4697,1,22,6,2019,9,3520000000000000.0,29,868.52,14,60913,1
4698,2,22,6,2019,8,3500000000000000.0,40,701.96,9,34112,1
4699,2,22,6,2019,4,3520000000000000.0,29,340.22,14,60913,1
4700,3,22,6,2019,4,3570000000000000.0,57,381.82,43,76951,1
4701,3,22,6,2019,9,3520000000000000.0,29,718.09,14,60913,1
4702,3,22,6,2019,4,3500000000000000.0,40,314.39,9,34112,1
4703,5,22,6,2019,2,4730000000000000.0,90,73.56,1,36507,0
4704,9,22,6,2019,11,30000000000000.0,44,88.18,29,68723,0
4705,10,22,6,2019,11,4.77e+18,64,2.62,38,17058,0
4706,10,22,6,2019,3,4640000000000.0,68,44.52,18,70732,0
4707,11,22,6,2019,3,30400000000000.0,37,55.1,38,17088,0
4708,11,22,6,2019,4,3520000000000000.0,48,189.99,43,75092,0
4709,13,22,6,2019,1,6510000000000000.0,72,77.6,33,89319,0
4710,13,22,6,2019,1,213000000000000.0,36,11.83,4,91206,0
4711,14,22,6,2019,11,3570000000000000.0,57,995.17,43,76951,1
4712,14,22,6,2019,12,3570000000000000.0,57,893.53,43,76951,1
4713,15,22,6,2019,10,4970000000000000.0,68,14.5,18,70003,0
4714,16,22,6,2019,7,676000000000.0,18,43.99,38,15010,0
4715,17,22,6,2019,9,38100000000000.0,23,9.48,43,77327,0
4716,17,22,6,2019,10,571000000000.0,23,22.37,22,49628,1
4717,17,22,6,2019,4,3570000000000000.0,57,312.09,43,76951,1
4718,20,22,6,2019,7,4.76e+18,33,75.99,2,72583,0
4719,20,22,6,2019,5,4.59e+18,14,27.47,14,60958,0
4720,22,22,6,2019,6,3520000000000000.0,29,262.94,14,60913,1
4721,22,22,6,2019,7,376000000000000.0,57,145.99,9,33813,0
4722,22,22,6,2019,6,213000000000000.0,49,100.83,21,4226,0
4723,22,22,6,2019,12,571000000000.0,23,995.42,22,49628,1
4724,22,22,6,2019,10,3500000000000000.0,40,17.81,9,34112,1
4725,22,22,6,2019,12,3500000000000000.0,40,702.64,9,34112,1
4726,22,22,6,2019,4,3570000000000000.0,57,335.97,43,76951,1
4727,23,22,6,2019,5,571000000000.0,23,20.52,22,49628,1
4728,23,22,6,2019,12,3500000000000000.0,40,867.28,9,34112,1
4729,23,22,6,2019,12,571000000000.0,23,902.67,22,49628,1
4730,23,22,6,2019,7,3520000000000000.0,29,18.45,14,60913,1
4731,23,22,6,2019,13,571000000000.0,23,9.22,22,49628,1
4732,23,22,6,2019,4,3570000000000000.0,57,346.49,43,76951,1
4733,0,23,6,2019,12,3520000000000000.0,29,788.44,14,60913,1
4734,0,23,6,2019,4,3500000000000000.0,40,297.16,9,34112,1
4735,0,23,6,2019,12,3520000000000000.0,29,903.44,14,60913,1
4736,1,23,6,2019,9,3520000000000000.0,29,742.73,14,60913,1
4737,1,23,6,2019,3,30200000000000.0,43,73.31,43,76578,0
4738,1,23,6,2019,12,3520000000000000.0,29,1084.16,14,60913,1
4739,1,23,6,2019,4,3500000000000000.0,40,350.69,9,34112,1
4740,1,23,6,2019,2,4360000000000000.0,21,75.53,33,89512,0
4741,2,23,6,2019,9,571000000000.0,23,671.97,22,49628,1
4742,2,23,6,2019,4,3570000000000000.0,57,320.87,43,76951,1
4743,2,23,6,2019,8,3520000000000000.0,29,752.39,14,60913,1
4744,3,23,6,2019,12,3520000000000000.0,29,973.94,14,60913,1
4745,3,23,6,2019,2,4.13e+18,70,49.55,43,75858,0
4746,3,23,6,2019,2,4900000000000000.0,28,59.8,34,12419,0
4747,4,23,6,2019,3,676000000000.0,69,137.17,10,39897,0
4748,4,23,6,2019,4,2230000000000000.0,35,108.28,48,53924,0
4749,4,23,6,2019,3,5000000000000000.0,48,44.52,23,55128,0
4750,9,23,6,2019,3,4000000000000000.0,29,49.2,1,35022,0
4751,14,23,6,2019,9,3500000000000000.0,40,8.62,9,34112,1
4752,14,23,6,2019,10,4860000000000.0,62,43.13,38,16839,0
4753,14,23,6,2019,12,4480000000000.0,44,6.6,19,1545,0
4754,16,23,6,2019,12,2250000000000000.0,43,33.72,20,20687,0
4755,16,23,6,2019,6,30400000000000.0,25,53.33,34,14120,0
4756,16,23,6,2019,1,3570000000000000.0,57,96.97,43,76951,1
4757,17,23,6,2019,11,30300000000000.0,19,65.98,2,72165,0
4758,17,23,6,2019,5,3550000000000000.0,35,56.82,43,76008,0
4759,18,23,6,2019,5,4.36e+18,50,43.35,14,62360,0
4760,18,23,6,2019,6,2350000000000000.0,73,31.19,38,16421,0
4761,20,23,6,2019,12,30400000000000.0,37,6.55,36,74047,0
4762,22,23,6,2019,12,571000000000.0,23,658.74,22,49628,1
4763,22,23,6,2019,6,3520000000000000.0,28,4.43,34,10463,0
4764,22,23,6,2019,5,3520000000000000.0,29,17.27,14,60913,1
4765,22,23,6,2019,12,3570000000000000.0,57,750.66,43,76951,1
4766,23,23,6,2019,13,571000000000.0,23,10.91,22,49628,1
4767,23,23,6,2019,12,3520000000000000.0,29,625.52,14,60913,1
4768,23,23,6,2019,9,676000000000.0,18,135.07,38,15010,0
4769,23,23,6,2019,0,3520000000000000.0,29,489.58,14,60913,1
4770,23,23,6,2019,11,3500000000000000.0,40,941.21,9,34112,1
4771,23,23,6,2019,7,571000000000.0,23,19.03,22,49628,1
4772,23,23,6,2019,11,3570000000000000.0,57,1157.53,43,76951,1
4773,23,23,6,2019,8,3570000000000000.0,57,768.12,43,76951,1
4774,0,24,6,2019,4,30300000000000.0,46,106.15,14,61454,0
4775,0,24,6,2019,12,180000000000000.0,52,6.28,17,40170,0
4776,0,24,6,2019,2,3590000000000000.0,83,72.01,23,55001,0
4777,2,24,6,2019,0,371000000000000.0,35,398.84,27,28659,1
4778,2,24,6,2019,9,371000000000000.0,35,7.2,27,28659,1
4779,3,24,6,2019,4,4.96e+18,68,79.42,45,22015,0
4780,3,24,6,2019,2,371000000000000.0,35,9.88,27,28659,1
4781,3,24,6,2019,9,371000000000000.0,35,9.1,27,28659,1
4782,6,24,6,2019,0,343000000000000.0,56,72.0,27,27807,0
4783,7,24,6,2019,4,4480000000000.0,40,39.43,1,35776,0
4784,7,24,6,2019,9,4870000000000000.0,44,46.44,47,98233,0
4785,8,24,6,2019,9,371000000000000.0,35,7.49,27,28659,1
4786,9,24,6,2019,8,30200000000000.0,39,5.76,49,25213,0
4787,9,24,6,2019,4,4010000000000000.0,35,203.68,43,77026,0
4788,9,24,6,2019,9,3580000000000000.0,35,5.3,35,44412,0
4789,10,24,6,2019,2,3590000000000000.0,35,60.52,20,21750,0
4790,12,24,6,2019,11,4870000000000000.0,44,79.17,47,98233,0
4791,14,24,6,2019,6,562000000000.0,33,62.01,7,20036,0
4792,16,24,6,2019,7,30600000000000.0,32,59.05,5,80005,0
4793,16,24,6,2019,7,340000000000000.0,84,50.93,27,27249,0
4794,17,24,6,2019,1,4230000000000000.0,29,2.76,17,42701,0
4795,17,24,6,2019,6,4990000000000.0,58,11.83,20,21524,0
4796,17,24,6,2019,11,504000000000.0,43,1.17,43,78248,0
4797,18,24,6,2019,1,3500000000000000.0,19,11.08,3,85086,0
4798,19,24,6,2019,0,180000000000000.0,43,3.24,22,48850,0
4799,20,24,6,2019,12,4700000000000000.0,29,9.26,4,96136,0
4800,22,24,6,2019,6,371000000000000.0,35,207.35,27,28659,1
4801,6,25,6,2019,4,371000000000000.0,35,351.52,27,28659,1
4802,13,25,6,2019,1,5000000000000000.0,31,43.82,24,64114,0
4803,14,25,6,2019,7,2250000000000000.0,59,54.54,35,44265,0
4804,16,25,6,2019,10,36700000000000.0,31,4.21,3,85173,0
4805,18,25,6,2019,8,4360000000000000.0,21,5.73,33,89512,0
4806,20,25,6,2019,7,373000000000000.0,19,30.5,23,56668,0
4807,20,25,6,2019,6,5580000000000000.0,29,84.35,38,15480,0
4808,21,25,6,2019,0,4820000000000000.0,28,85.1,9,33844,0
4809,22,25,6,2019,0,30400000000000.0,37,96.1,36,74047,0
4810,23,25,6,2019,10,6550000000000000.0,74,27.28,38,19017,0
4811,2,26,6,2019,3,4590000000000000.0,42,47.38,21,4555,0
4812,3,26,6,2019,2,4.3e+18,40,11.61,38,15077,1
4813,6,26,6,2019,2,4000000000000000.0,29,86.82,1,35022,0
4814,10,26,6,2019,8,4.21e+18,53,2.87,37,97452,0
4815,11,26,6,2019,4,4.3e+18,40,299.32,38,15077,1
4816,12,26,6,2019,8,4.3e+18,40,676.37,38,15077,1
4817,12,26,6,2019,10,36100000000000.0,93,7.96,17,41836,0
4818,15,26,6,2019,0,568000000000.0,34,59.86,43,77007,0
4819,22,26,6,2019,9,30200000000000.0,43,3.59,43,76578,0
4820,22,26,6,2019,4,4.3e+18,40,325.83,38,15077,1
4821,22,26,6,2019,11,4.3e+18,40,1007.57,38,15077,1
4822,23,26,6,2019,10,4970000000000000.0,68,25.18,18,70003,0
4823,0,27,6,2019,4,4.3e+18,40,295.39,38,15077,1
4824,0,27,6,2019,8,3570000000000000.0,60,2.43,34,13615,0
4825,1,27,6,2019,4,4.3e+18,40,294.66,38,15077,1
4826,2,27,6,2019,4,4.3e+18,40,300.41,38,15077,1
4827,2,27,6,2019,4,4.3e+18,40,300.47,38,15077,1
4828,3,27,6,2019,4,4.3e+18,40,288.95,38,15077,1
4829,3,27,6,2019,2,4710000000000000.0,52,64.14,17,40820,0
4830,3,27,6,2019,3,213000000000000.0,48,28.61,43,78040,0
4831,5,27,6,2019,4,4390000000000.0,37,106.04,16,66020,0
4832,7,27,6,2019,2,6540000000000000.0,36,61.66,15,46322,0
4833,9,27,6,2019,11,4960000000000000.0,52,64.11,38,17929,0
4834,10,27,6,2019,4,4.59e+18,14,40.7,14,60958,0
4835,12,27,6,2019,5,4550000000000000.0,51,40.31,35,44902,0
4836,13,27,6,2019,7,38300000000000.0,36,16.1,43,79539,0
4837,14,27,6,2019,11,345000000000000.0,35,9.54,25,38922,0
4838,15,27,6,2019,10,213000000000000.0,35,119.1,40,29819,0
4839,16,27,6,2019,6,4420000000000000.0,62,98.0,12,52768,0
4840,17,27,6,2019,6,4.58e+18,44,22.58,43,75218,0
4841,18,27,6,2019,7,30100000000000.0,25,30.86,16,67851,0
4842,18,27,6,2019,11,3520000000000000.0,29,6.34,44,84532,0
4843,19,27,6,2019,0,38500000000000.0,30,85.43,40,29320,0
4844,19,27,6,2019,11,3500000000000000.0,36,2.79,22,48214,0
4845,21,27,6,2019,6,3590000000000000.0,47,36.66,41,57374,0
4846,22,27,6,2019,8,4.3e+18,40,763.54,38,15077,1
4847,22,27,6,2019,12,30500000000000.0,46,7.18,40,29939,0
4848,22,27,6,2019,8,4.3e+18,40,778.05,38,15077,1
4849,23,27,6,2019,1,4.3e+18,40,114.0,38,15077,1
4850,23,27,6,2019,11,4.3e+18,40,962.04,38,15077,1
4851,0,28,6,2019,2,4610000000000000.0,29,69.52,38,16362,0
4852,0,28,6,2019,12,3580000000000000.0,26,980.36,40,29081,1
4853,1,28,6,2019,8,5150000000000000.0,46,1008.22,18,70056,1
4854,5,28,6,2019,11,180000000000000.0,52,4.98,17,40170,0
4855,7,28,6,2019,12,676000000000.0,58,1.42,4,90403,0
4856,7,28,6,2019,11,4920000000000.0,86,7.97,1,36775,0
4857,7,28,6,2019,9,6010000000000000.0,60,1.28,1,35803,0
4858,8,28,6,2019,4,30600000000000.0,21,92.98,38,18103,0
4859,10,28,6,2019,8,3540000000000000.0,50,3.48,47,98836,0
4860,12,28,6,2019,11,213000000000000.0,35,23.55,50,82901,0
4861,12,28,6,2019,6,3600000000000000.0,33,28.62,16,67232,0
4862,13,28,6,2019,11,568000000000.0,34,20.77,43,77007,0
4863,13,28,6,2019,1,4710000000000000.0,38,61.74,41,57641,0
4864,13,28,6,2019,10,6590000000000000.0,35,21.83,34,14037,0
4865,16,28,6,2019,12,4.09e+18,73,765.5,27,28423,1
4866,16,28,6,2019,6,4.49e+18,89,38.12,40,29170,0
4867,16,28,6,2019,13,371000000000000.0,44,1.42,14,62262,0
4868,17,28,6,2019,10,4480000000000.0,40,58.08,1,35776,0
4869,18,28,6,2019,12,3580000000000000.0,26,1124.86,40,29081,1
4870,18,28,6,2019,5,349000000000000.0,68,51.45,29,68950,0
4871,19,28,6,2019,12,4300000000000000.0,24,8.8,22,49440,0
4872,20,28,6,2019,11,4310000000000000.0,38,935.03,23,56321,1
4873,21,28,6,2019,4,4310000000000000.0,38,261.49,23,56321,1
4874,21,28,6,2019,10,3530000000000000.0,79,9.31,31,8324,0
4875,22,28,6,2019,12,3520000000000000.0,57,931.04,35,43903,1
4876,22,28,6,2019,7,3580000000000000.0,26,21.17,40,29081,1
4877,22,28,6,2019,12,3520000000000000.0,57,748.73,35,43903,1
4878,22,28,6,2019,11,5150000000000000.0,46,822.01,18,70056,1
4879,22,28,6,2019,4,4.09e+18,73,305.54,27,28423,1
4880,22,28,6,2019,4,4.09e+18,73,314.13,27,28423,1
4881,22,28,6,2019,10,3520000000000000.0,57,52.45,35,43903,1
4882,23,28,6,2019,11,4820000000000000.0,28,1010.36,9,33844,1
4883,23,28,6,2019,0,4710000000000000.0,32,66.8,15,46723,0
4884,23,28,6,2019,12,3520000000000000.0,57,827.17,35,43903,1
4885,23,28,6,2019,11,4.09e+18,73,1054.06,27,28423,1
4886,23,28,6,2019,11,3520000000000000.0,57,977.69,35,43903,1
4887,23,28,6,2019,10,180000000000000.0,26,75.52,14,61272,0
4888,23,28,6,2019,8,3520000000000000.0,57,694.01,35,43903,1
4889,23,28,6,2019,8,5150000000000000.0,46,712.35,18,70056,1
4890,23,28,6,2019,9,30200000000000.0,43,4.72,43,76578,0
4891,23,28,6,2019,11,4.09e+18,73,1063.28,27,28423,1
4892,0,29,6,2019,4,4820000000000000.0,28,287.55,9,33844,1
4893,0,29,6,2019,9,3580000000000000.0,26,824.92,40,29081,1
4894,0,29,6,2019,4,4820000000000000.0,28,294.89,9,33844,1
4895,0,29,6,2019,4,4820000000000000.0,28,296.82,9,33844,1
4896,0,29,6,2019,2,4820000000000000.0,28,9.68,9,33844,1
4897,1,29,6,2019,2,2720000000000000.0,78,69.74,41,57717,0
4898,1,29,6,2019,2,4310000000000000.0,38,10.06,23,56321,1
4899,1,29,6,2019,4,4310000000000000.0,38,310.54,23,56321,1
4900,2,29,6,2019,4,4820000000000000.0,28,298.4,9,33844,1
4901,2,29,6,2019,9,3590000000000000.0,43,70.86,2,72011,0
4902,2,29,6,2019,4,4820000000000000.0,28,293.04,9,33844,1
4903,2,29,6,2019,4,5150000000000000.0,46,298.62,18,70056,1
4904,2,29,6,2019,2,3540000000000000.0,15,54.62,14,62668,0
4905,2,29,6,2019,2,3520000000000000.0,57,20.06,35,43903,1
4906,2,29,6,2019,8,5150000000000000.0,46,756.17,18,70056,1
4907,3,29,6,2019,4,4310000000000000.0,38,331.27,23,56321,1
4908,3,29,6,2019,2,4.09e+18,73,20.55,27,28423,1
4909,3,29,6,2019,8,4820000000000000.0,28,904.15,9,33844,1
4910,3,29,6,2019,4,343000000000000.0,31,106.03,6,6024,0
4911,3,29,6,2019,3,4.32e+18,59,17.61,17,41810,1
4912,5,29,6,2019,4,4820000000000000.0,28,303.49,9,33844,1
4913,8,29,6,2019,8,60490596305.0,56,2.15,2,72341,0
4914,8,29,6,2019,8,30100000000000.0,26,173.87,24,64058,0
4915,10,29,6,2019,4,3580000000000000.0,43,81.37,48,54726,0
4916,10,29,6,2019,9,213000000000000.0,57,8.06,34,14711,0
4917,12,29,6,2019,6,3500000000000000.0,40,56.18,9,34112,0
4918,12,29,6,2019,12,4630000000000000.0,23,6.45,39,2908,0
4919,12,29,6,2019,1,4200000000000000.0,89,31.0,24,63336,0
4920,15,29,6,2019,6,3540000000000000.0,27,73.89,43,79085,0
4921,15,29,6,2019,0,372000000000000.0,49,79.99,41,57732,0
4922,17,29,6,2019,10,2280000000000000.0,21,46.64,10,30009,0
4923,18,29,6,2019,9,3520000000000000.0,57,50.28,35,43903,1
4924,18,29,6,2019,1,4670000000000000.0,71,186.85,10,39840,0
4925,19,29,6,2019,12,4100000000000000.0,43,9.66,45,22968,0
4926,21,29,6,2019,12,30400000000000.0,37,3.6,36,74047,0
4927,22,29,6,2019,11,3520000000000000.0,57,1268.18,35,43903,1
4928,22,29,6,2019,4,4.32e+18,59,316.25,17,41810,1
4929,22,29,6,2019,8,4820000000000000.0,28,744.63,9,33844,1
4930,22,29,6,2019,11,3520000000000000.0,57,957.31,35,43903,1
4931,22,29,6,2019,4,3520000000000000.0,57,351.11,35,43903,1
4932,22,29,6,2019,12,3520000000000000.0,57,955.89,35,43903,1
4933,22,29,6,2019,7,3580000000000000.0,26,22.34,40,29081,1
4934,22,29,6,2019,8,4310000000000000.0,38,765.07,23,56321,1
4935,22,29,6,2019,10,4.09e+18,73,49.15,27,28423,1
4936,22,29,6,2019,12,3520000000000000.0,57,759.52,35,43903,1
4937,22,29,6,2019,8,4.09e+18,73,768.84,27,28423,1
4938,23,29,6,2019,12,5150000000000000.0,46,780.01,18,70056,1
4939,23,29,6,2019,12,5150000000000000.0,46,751.61,18,70056,1
4940,23,29,6,2019,5,180000000000000.0,77,6.64,14,62939,0
4941,23,29,6,2019,4,4.09e+18,73,339.17,27,28423,1
4942,23,29,6,2019,7,3580000000000000.0,26,19.47,40,29081,1
4943,23,29,6,2019,12,4.09e+18,73,806.06,27,28423,1
4944,23,29,6,2019,11,4270000000000000.0,65,988.15,2,72047,1
4945,23,29,6,2019,11,4310000000000000.0,38,1153.57,23,56321,1
4946,23,29,6,2019,11,3520000000000000.0,57,947.22,35,43903,1
4947,23,29,6,2019,11,4310000000000000.0,38,769.48,23,56321,1
4948,23,29,6,2019,11,3520000000000000.0,57,1021.55,35,43903,1
4949,23,29,6,2019,12,4310000000000000.0,38,865.48,23,56321,1
4950,23,29,6,2019,4,4.09e+18,73,333.43,27,28423,1
4951,23,29,6,2019,12,3580000000000000.0,26,983.93,40,29081,1
4952,23,29,6,2019,12,4.09e+18,73,779.36,27,28423,1
4953,0,30,6,2019,4,4270000000000000.0,65,324.16,2,72047,1
4954,1,30,6,2019,4,4270000000000000.0,65,374.46,2,72047,1
4955,2,30,6,2019,4,4270000000000000.0,65,360.77,2,72047,1
4956,2,30,6,2019,4,4270000000000000.0,65,333.34,2,72047,1
4957,3,30,6,2019,4,4.32e+18,59,331.08,17,41810,1
4958,3,30,6,2019,2,4640000000000000.0,32,50.85,44,84540,0
4959,3,30,6,2019,2,4270000000000000.0,65,18.03,2,72047,1
4960,4,30,6,2019,2,180000000000000.0,56,81.37,35,44702,0
4961,4,30,6,2019,4,630000000000.0,37,84.58,49,26292,0
4962,5,30,6,2019,4,4.96e+18,68,78.12,45,22015,0
4963,5,30,6,2019,2,630000000000.0,83,54.06,37,97014,0
4964,6,30,6,2019,3,2240000000000000.0,22,35.4,17,40077,0
4965,9,30,6,2019,9,371000000000000.0,67,22.44,43,79413,0
4966,9,30,6,2019,9,180000000000000.0,47,4.47,1,36617,0
4967,10,30,6,2019,2,3500000000000000.0,19,58.75,3,85086,0
4968,12,30,6,2019,9,4480000000000.0,44,4.72,19,1545,0
4969,12,30,6,2019,12,4.32e+18,59,798.79,17,41810,1
4970,12,30,6,2019,0,630000000000.0,53,101.47,43,76857,0
4971,15,30,6,2019,7,3530000000000000.0,43,43.99,46,5733,0
4972,15,30,6,2019,4,4270000000000000.0,65,325.5,2,72047,1
4973,15,30,6,2019,7,4.81e+18,33,16.59,24,64874,0
4974,15,30,6,2019,0,4.8e+18,28,5.8,15,47451,0
4975,15,30,6,2019,11,3590000000000000.0,43,353.45,2,72011,0
4976,18,30,6,2019,0,2710000000000000.0,42,146.7,18,70808,0
4977,18,30,6,2019,7,4900000000000.0,45,65.9,4,90650,0
4978,19,30,6,2019,6,6010000000000000.0,48,30.79,36,74131,0
4979,19,30,6,2019,9,4750000000000.0,20,153.85,15,46346,0
4980,19,30,6,2019,6,213000000000000.0,49,11.14,21,4226,0
4981,19,30,6,2019,10,30200000000000.0,39,24.07,49,25213,0
4982,20,30,6,2019,7,4.9e+18,43,18.03,9,34668,0
4983,22,30,6,2019,11,4.32e+18,59,980.76,17,41810,1
4984,22,30,6,2019,11,4.32e+18,59,895.04,17,41810,1
4985,22,30,6,2019,12,4270000000000000.0,65,886.59,2,72047,1
4986,22,30,6,2019,4,4270000000000000.0,65,329.28,2,72047,1
4987,22,30,6,2019,1,4270000000000000.0,65,120.75,2,72047,1
4988,22,30,6,2019,5,3590000000000000.0,22,23.17,12,51006,0
4989,23,30,6,2019,12,4640000000000000.0,32,7.23,44,84540,0
4990,23,30,6,2019,8,4.32e+18,59,916.03,17,41810,1
4991,23,30,6,2019,11,4.32e+18,59,890.66,17,41810,1
4992,0,7,1,2019,2,6530000000000000.0,68,36.55,9,34120,0
4993,2,7,1,2019,4,343000000000000.0,31,62.86,6,6024,0
4994,2,7,1,2019,4,213000000000000.0,50,85.84,34,14586,0
4995,4,7,1,2019,2,3560000000000000.0,56,32.75,35,43767,0
4996,5,7,1,2019,2,213000000000000.0,46,42.9,38,16329,0
4997,6,7,1,2019,4,60487002085.0,46,25.26,25,39211,0
4998,8,7,1,2019,2,572000000000.0,66,70.39,17,40202,0
4999,9,7,1,2019,4,2310000000000000.0,57,96.05,12,52572,0
5000,10,7,1,2019,2,30400000000000.0,37,75.69,38,18433,0
5001,10,7,1,2019,11,213000000000000.0,36,97.87,15,47515,0
5002,11,7,1,2019,3,38100000000000.0,23,10.9,43,77327,0
5003,11,7,1,2019,1,4060000000000000.0,70,58.31,16,66070,0
5004,12,7,1,2019,7,3510000000000000.0,82,35.6,49,25832,0
5005,12,7,1,2019,11,4760000000000.0,33,13.65,43,75048,0
5006,13,7,1,2019,1,572000000000.0,66,112.94,17,40202,0
5007,13,7,1,2019,10,4.09e+18,35,3.86,43,75662,0
5008,14,7,1,2019,1,6010000000000000.0,47,31.54,36,74131,0
5009,14,7,1,2019,1,5130000000000000.0,40,62.21,35,45808,0
5010,14,7,1,2019,6,2250000000000000.0,56,31.13,16,67584,0
5011,15,7,1,2019,7,30300000000000.0,64,15.09,24,64630,0
5012,17,7,1,2019,5,3540000000000000.0,63,99.41,4,95148,0
5013,17,7,1,2019,1,376000000000000.0,32,58.68,45,24433,0
5014,17,7,1,2019,12,213000000000000.0,35,20.25,50,82901,0
5015,18,7,1,2019,12,3530000000000000.0,32,12.45,38,17060,0
5016,19,7,1,2019,1,3550000000000000.0,35,62.96,9,32044,0
5017,20,7,1,2019,13,4430000000000.0,18,4.36,32,88355,0
5018,20,7,1,2019,11,213000000000000.0,39,12.84,44,84087,0
5019,20,7,1,2019,10,30100000000000.0,84,2.59,9,34112,0
5020,21,7,1,2019,7,6010000000000000.0,43,155.47,5,80120,0
5021,22,7,1,2019,7,3520000000000000.0,28,31.2,14,60913,0
5022,23,7,1,2019,0,3550000000000000.0,56,102.59,14,62424,0
5023,6,7,2,2019,11,378000000000000.0,36,90.21,45,22719,0
5024,10,7,2,2019,2,4590000000000.0,66,62.57,24,64470,0
5025,10,7,2,2019,2,3510000000000000.0,27,9.85,48,53120,1
5026,11,7,2,2019,9,4590000000000.0,66,1.57,24,64470,0
5027,11,7,2,2019,2,2220000000000000.0,46,62.46,14,62067,0
5028,14,7,2,2019,11,3510000000000000.0,27,1116.11,48,53120,1
5029,15,7,2,2019,12,5560000000000000.0,73,767.23,4,96038,1
5030,16,7,2,2019,6,571000000000.0,42,70.14,50,82514,0
5031,19,7,2,2019,13,3560000000000000.0,29,4.35,28,58569,0
5032,22,7,2,2019,11,5560000000000000.0,73,925.84,4,96038,1
5033,22,7,2,2019,11,5560000000000000.0,73,1075.76,4,96038,1
5034,22,7,2,2019,7,4.13e+18,69,49.64,43,75858,0
5035,22,7,2,2019,12,3510000000000000.0,27,749.84,48,53120,1
